framework              , test                                                         , time     , p95      , p99      , cv       , group          , family                   , metrics                                                                                         
SolidJS                , createComputations1to1                                       , 14.92    , 19.20    , 19.25    , 0.187    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations2to1                                       , 15.61    , 20.21    , 20.85    , 0.167    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations4to1                                       , 15.69    , 20.72    , 20.95    , 0.221    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 9.36     , 11.63    , 12.39    , 0.153    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to2                                       , 16.01    , 20.72    , 21.27    , 0.152    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to4                                       , 13.98    , 18.45    , 18.56    , 0.159    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to8                                       , 16.76    , 27.23    , 29.32    , 0.305    , creation       , computed creation        ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 13.31    , 17.43    , 17.64    , 0.187    , creation       , computed creation        ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 65.35    , 83.26    , 88.31    , 0.189    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 46.88    , 57.06    , 58.72    , 0.171    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 27.55    , 39.01    , 40.56    , 0.194    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 40.25    , 47.25    , 47.29    , 0.100    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 62.47    , 67.58    , 67.64    , 0.129    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 54.43    , 78.01    , 82.19    , 0.184    , update         , stable update            ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 45.21    , 56.83    , 57.18    , 0.108    , update         , stable update            ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2283.33  , 2313.07  , 2315.93  , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed=24001017 sinkReads=960008           
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1914.92  , 2021.34  , 2040.45  , 0.029    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed=17010146 sinkReads=900010           
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1240.33  , 1258.19  , 1261.13  , 0.008    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1842.83  , 1874.61  , 1879.37  , 0.013    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed=17280788 sinkReads=720024           
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 264.88   , 286.03   , 288.55   , 0.035    , large_graph    , layered DAG              , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 313.85   , 350.80   , 354.27   , 0.078    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2773.50  , 3039.93  , 3044.78  , 0.065    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 24.37    , 27.54    , 28.34    , 0.067    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 381.46   , 384.15   , 384.63   , 0.008    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 154.79   , 160.59   , 161.50   , 0.029    , pull           , stable rectangular DAG   , nodesRecomputed=630441 nodesVisited=630441 edgesTraversed=630441 sinkReads=8                    
SolidJS                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 307.55   , 317.71   , 321.01   , 0.029    , pull           , stable rectangular DAG   , nodesRecomputed=450147 nodesVisited=450147 edgesTraversed=3601176 sinkReads=64                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 428.71   , 439.75   , 443.13   , 0.013    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 1993.36  , 2160.25  , 2189.65  , 0.037    , pull           , stable rectangular DAG   , nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed=16800052 sinkReads=1200002          
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 727.58   , 751.36   , 753.14   , 0.026    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 912.31   , 926.12   , 926.17   , 0.015    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1427.11  , 1442.04  , 1442.95  , 0.022    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
SolidJS                , 5x500 - 3 sources (deep)                                     , 528.53   , 554.45   , 558.80   , 0.023    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 1170.63  , 1186.85  , 1188.42  , 0.011    , baseline       , selective propagation    ,                                                                                                 
uSignal                , broadPropagation                                             , 1082.70  , 1165.15  , 1180.70  , 0.037    , baseline       , wide fan-out             ,                                                                                                 
uSignal                , deepPropagation                                              , 401.23   , 420.53   , 429.10   , 0.023    , pull           , linear chain             ,                                                                                                 
uSignal                , diamond                                                      , 735.51   , 777.64   , 792.73   , 0.026    , baseline       , diamond                  ,                                                                                                 
uSignal                , mux                                                          , 1147.66  , 1291.52  , 1292.58  , 0.069    , dynamic        , dynamic branch           ,                                                                                                 
uSignal                , repeatedObservers                                            , 143.48   , 162.84   , 172.02   , 0.062    , baseline       , duplicate observer       ,                                                                                                 
uSignal                , triangle                                                     , 272.40   , 302.43   , 318.12   , 0.054    , baseline       , glitch-free triangle     ,                                                                                                 
uSignal                , unstable                                                     , 152.96   , 171.12   , 181.06   , 0.061    , dynamic        , dynamic dependency churn ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 656.82   , 674.05   , 676.34   , 0.012    , push           , wide fan-out             , checksum=180075672000                                                                           
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 335.83   , 358.13   , 358.51   , 0.030    , pull           , wide fan-in              , checksum=1372929289844                                                                          
uSignal                , manySourcesIntoOneComputedEffect                             , 330.77   , 351.69   , 352.85   , 0.028    , pull           , wide fan-in              , checksum=1331323690944                                                                          
uSignal                , manySourcesIntoOneDirectEffect                               , 74.52    , 94.63    , 101.53   , 0.112    , pull           , wide fan-in              , checksum=41605598900                                                                            
uSignal                , molBench                                                     , 845.10   , 859.74   , 865.04   , 0.009    , dynamic        , mixed app graph          ,                                                                                                 
uSignal                , createDataSignals                                            , 8.50     , 11.71    , 11.98    , 0.316    , creation       , signal creation          ,                                                                                                 
uSignal                , createComputations0to1                                       , 10.37    , 11.68    , 11.79    , 0.129    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1                                       , 9.03     , 17.02    , 17.93    , 0.387    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations2to1                                       , 6.53     , 16.36    , 18.28    , 0.607    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations4to1                                       , 4.33     , 10.11    , 11.77    , 0.652    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.11     , 0.17     , 0.18     , 0.561    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to2                                       , 12.00    , 22.41    , 25.70    , 0.507    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to4                                       , 11.54    , 19.01    , 21.26    , 0.373    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to8                                       , 8.84     , 15.77    , 16.99    , 0.334    , creation       , computed creation        ,                                                                                                 
uSignal                , createComputations1to1000                                    , 8.86     , 11.50    , 11.69    , 0.124    , creation       , computed creation        ,                                                                                                 
uSignal                , updateComputations1to1                                       , 4.57     , 5.84     , 6.06     , 0.190    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations2to1                                       , 2.67     , 3.85     , 3.99     , 0.171    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations4to1                                       , 2.00     , 3.32     , 3.40     , 0.355    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.08     , 0.28     , 0.34     , 0.763    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to2                                       , 3.92     , 3.95     , 3.95     , 0.159    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to4                                       , 1.99     , 2.07     , 2.09     , 0.134    , update         , stable update            ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.26     , 0.46     , 0.48     , 0.468    , update         , stable update            ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 781.64   , 788.09   , 789.82   , 0.027    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1150.96  , 1160.90  , 1162.27  , 0.010    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 775.57   , 787.23   , 787.91   , 0.011    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1243.86  , 1321.32  , 1340.96  , 0.037    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 141.61   , 159.09   , 161.24   , 0.087    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 145.08   , 178.80   , 185.00   , 0.100    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2151.68  , 2261.67  , 2270.55  , 0.049    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 11.18    , 12.87    , 13.30    , 0.074    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 38.98    , 46.68    , 47.89    , 0.089    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 42.46    , 70.72    , 80.19    , 0.295    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
uSignal                , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 43.22    , 47.32    , 48.03    , 0.070    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
uSignal                , 32x8 - 4 sources - push (pure push)                          , 351.11   , 360.42   , 361.86   , 0.020    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 555.01   , 557.71   , 558.13   , 0.023    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 537.26   , 558.14   , 558.35   , 0.022    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 638.80   , 654.31   , 654.95   , 0.068    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1454.60  , 1477.60  , 1482.59  , 0.010    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
uSignal                , 5x500 - 3 sources (deep)                                     , 367.83   , 369.97   , 370.06   , 0.009    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 748.74   , 769.83   , 781.78   , 0.014    , baseline       , selective propagation    ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 640.87   , 675.93   , 692.81   , 0.027    , baseline       , wide fan-out             ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 252.75   , 279.70   , 296.30   , 0.056    , pull           , linear chain             ,                                                                                                 
@vue/reactivity        , diamond                                                      , 542.49   , 567.01   , 581.83   , 0.026    , baseline       , diamond                  ,                                                                                                 
@vue/reactivity        , mux                                                          , 618.34   , 673.75   , 686.67   , 0.044    , dynamic        , dynamic branch           ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 117.75   , 128.08   , 132.65   , 0.042    , baseline       , duplicate observer       ,                                                                                                 
@vue/reactivity        , triangle                                                     , 195.74   , 226.48   , 241.71   , 0.074    , baseline       , glitch-free triangle     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 149.80   , 175.24   , 189.31   , 0.084    , dynamic        , dynamic dependency churn ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 374.29   , 386.05   , 390.13   , 0.015    , push           , wide fan-out             , checksum=180075672000                                                                           
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 298.50   , 323.44   , 335.76   , 0.040    , pull           , wide fan-in              , checksum=10692195069556                                                                         
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 264.48   , 278.64   , 286.52   , 0.027    , pull           , wide fan-in              , checksum=10650589470656                                                                         
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 72.80    , 90.34    , 95.85    , 0.099    , pull           , wide fan-in              , checksum=41605598900                                                                            
@vue/reactivity        , molBench                                                     , 1086.58  , 1099.47  , 1104.59  , 0.006    , dynamic        , mixed app graph          ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 12.30    , 13.69    , 13.80    , 0.232    , creation       , signal creation          ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 9.39     , 12.65    , 12.86    , 0.235    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 13.29    , 15.91    , 16.43    , 0.162    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 10.90    , 15.66    , 16.71    , 0.476    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 6.62     , 10.75    , 10.79    , 0.396    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.12     , 0.21     , 0.22     , 0.507    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 11.22    , 15.41    , 16.33    , 0.270    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 11.53    , 13.30    , 13.58    , 0.078    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 11.05    , 13.20    , 13.82    , 0.100    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 9.13     , 13.63    , 14.85    , 0.223    , creation       , computed creation        ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 4.93     , 7.49     , 7.53     , 0.270    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 3.08     , 6.17     , 6.54     , 0.339    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 2.51     , 3.48     , 3.71     , 0.171    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.11     , 0.36     , 0.44     , 0.784    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 4.34     , 4.69     , 4.70     , 0.041    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 2.46     , 3.38     , 3.68     , 0.175    , update         , stable update            ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.35     , 0.45     , 0.46     , 0.205    , update         , stable update            ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1270.31  , 1280.77  , 1282.93  , 0.009    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1146.15  , 1193.55  , 1200.22  , 0.022    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1443.05  , 1532.83  , 1546.07  , 0.033    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1298.73  , 1335.46  , 1345.51  , 0.024    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 257.72   , 279.72   , 280.14   , 0.083    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 295.58   , 438.54   , 485.82   , 0.238    , large_graph    , layered DAG              , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1322.35  , 1564.50  , 1629.07  , 0.101    , large_graph    , layered DAG              , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 90.12    , 123.15   , 128.09   , 0.144    , large_graph    , diamond mesh             , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 60.75    , 86.52    , 86.78    , 0.321    , pull           , stable rectangular DAG   , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 8x64 - 1 sources - pull (linear chain - 1 source - pull (lin , 41.55    , 70.68    , 80.01    , 0.306    , pull           , stable rectangular DAG   , nodesRecomputed=504 nodesVisited=504 edgesTraversed=504 sinkReads=8                             
@vue/reactivity        , 64x4 - 8 sources - pull (wide tree - 8 sources - pull (branc , 41.75    , 70.91    , 80.38    , 0.317    , pull           , stable rectangular DAG   , nodesRecomputed=192 nodesVisited=192 edgesTraversed=1536 sinkReads=64                           
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 310.17   , 312.32   , 312.48   , 0.005    , pull           , stable rectangular DAG   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 542.13   , 546.61   , 547.86   , 0.008    , pull           , stable rectangular DAG   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 351.40   , 360.11   , 362.67   , 0.014    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 3840.99  , 4334.42  , 4420.80  , 0.067    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 5097.07  , 5876.58  , 6006.05  , 0.073    , pull           , stable rectangular DAG   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 260.19   , 262.68   , 263.30   , 0.009    , pull           , stable rectangular DAG   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
MobX                   , avoidablePropagation                                         , 1297.95  , 1331.87  , 1346.90  , 0.014    , baseline       , selective propagation    ,                                                                                                 
MobX                   , broadPropagation                                             , 2498.00  , 2523.32  , 2523.62  , 0.007    , baseline       , wide fan-out             ,                                                                                                 
MobX                   , deepPropagation                                              , 797.77   , 843.05   , 863.14   , 0.027    , pull           , linear chain             ,                                                                                                 
MobX                   , diamond                                                      , 1520.58  , 1547.03  , 1557.87  , 0.010    , baseline       , diamond                  ,                                                                                                 
MobX                   , mux                                                          , 1057.63  , 1122.40  , 1137.31  , 0.027    , dynamic        , dynamic branch           ,                                                                                                 
MobX                   , repeatedObservers                                            , 173.68   , 200.69   , 217.33   , 0.081    , baseline       , duplicate observer       ,                                                                                                 
MobX                   , triangle                                                     , 506.79   , 539.28   , 555.90   , 0.032    , baseline       , glitch-free triangle     ,                                                                                                 
MobX                   , unstable                                                     , 319.78   , 357.56   , 379.98   , 0.060    , dynamic        , dynamic dependency churn ,                                                                                                 
MobX                   , manyEffectsFromOneSource                                     , 1760.83  , 1774.11  , 1777.72  , 0.016    , push           , wide fan-out             , checksum=180075672000                                                                           
MobX                   , manySourcesIntoOneComputedEffectWithDirect                   , 294.69   , 319.94   , 334.17   , 0.046    , pull           , wide fan-in              , checksum=1372929289844                                                                          
MobX                   , manySourcesIntoOneComputedEffect                             , 272.52   , 301.31   , 316.48   , 0.053    , pull           , wide fan-in              , checksum=1331323690944                                                                          
MobX                   , manySourcesIntoOneDirectEffect                               , 89.10    , 108.91   , 118.06   , 0.100    , pull           , wide fan-in              , checksum=41605598900                                                                            
MobX                   , molBench                                                     , 446.37   , 472.70   , 485.87   , 0.030    , dynamic        , mixed app graph          ,                                                                                                 
MobX                   , createDataSignals                                            , 15.19    , 19.71    , 20.73    , 0.147    , creation       , signal creation          ,                                                                                                 
MobX                   , createComputations0to1                                       , 19.06    , 35.08    , 39.01    , 0.348    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1                                       , 19.30    , 32.02    , 35.69    , 0.276    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations2to1                                       , 15.81    , 25.27    , 27.73    , 0.245    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations4to1                                       , 12.35    , 18.48    , 20.24    , 0.224    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1000to1                                    , 0.26     , 0.34     , 0.36     , 0.248    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to2                                       , 20.44    , 39.19    , 45.59    , 0.455    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to4                                       , 17.39    , 34.11    , 38.32    , 0.379    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to8                                       , 16.75    , 24.64    , 25.98    , 0.195    , creation       , computed creation        ,                                                                                                 
MobX                   , createComputations1to1000                                    , 18.48    , 34.00    , 38.36    , 0.341    , creation       , computed creation        ,                                                                                                 
MobX                   , updateComputations1to1                                       , 11.93    , 14.81    , 15.19    , 0.097    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations2to1                                       , 8.03     , 9.58     , 9.93     , 0.089    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations4to1                                       , 5.29     , 6.54     , 6.81     , 0.123    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1000to1                                    , 0.21     , 0.90     , 1.12     , 0.992    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to2                                       , 6.92     , 8.66     , 8.74     , 0.154    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to4                                       , 4.91     , 5.87     , 6.06     , 0.210    , update         , stable update            ,                                                                                                 
MobX                   , updateComputations1to1000                                    , 0.83     , 1.14     , 1.15     , 0.328    , update         , stable update            ,                                                                                                 
MobX                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1537.81  , 1563.97  , 1566.17  , 0.011    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
MobX                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2326.57  , 2417.59  , 2422.90  , 0.020    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
MobX                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1237.83  , 1240.93  , 1241.42  , 0.004    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
MobX                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2515.37  , 2584.91  , 2595.89  , 0.014    , dynamic        , dynamic rectangular DAG  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 267.20   , 292.29   , 296.81   , 0.054    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 324.76   , 349.72   , 352.54   , 0.042    , large_graph    , layered DAG              , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2976.12  , 3171.11  , 3200.07  , 0.055    , large_graph    , layered DAG              , nodesRecomputed=1529544 nodesVisited=1529544 edgesTraversed=12236352 sinkReads=49664            
MobX                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 42.17    , 57.41    , 62.35    , 0.172    , large_graph    , diamond mesh             , nodesRecomputed=40704 nodesVisited=40704 edgesTraversed=325632 sinkReads=49664                  
