framework              , test                                                         , time     , metrics                                                                                         
MobX                   , diamond                                                      , 1379.87  ,                                                                                                 
MobX                   , mux                                                          , 851.80   ,                                                                                                 
MobX                   , repeatedObservers                                            , 137.56   ,                                                                                                 
MobX                   , triangle                                                     , 440.38   ,                                                                                                 
MobX                   , unstable                                                     , 274.66   ,                                                                                                 
MobX                   , molBench                                                     , 439.79   ,                                                                                                 
MobX                   , createDataSignals                                            , 15.04    ,                                                                                                 
MobX                   , createComputations0to1                                       , 21.72    ,                                                                                                 
MobX                   , createComputations1to1                                       , 30.69    ,                                                                                                 
MobX                   , createComputations2to1                                       , 20.84    ,                                                                                                 
MobX                   , createComputations4to1                                       , 17.36    ,                                                                                                 
MobX                   , createComputations1000to1                                    , 8.41     ,                                                                                                 
MobX                   , createComputations1to2                                       , 23.56    ,                                                                                                 
MobX                   , createComputations1to4                                       , 25.48    ,                                                                                                 
MobX                   , createComputations1to8                                       , 24.40    ,                                                                                                 
MobX                   , createComputations1to1000                                    , 19.77    ,                                                                                                 
MobX                   , updateComputations1to1                                       , 19.96    ,                                                                                                 
MobX                   , updateComputations2to1                                       , 13.64    ,                                                                                                 
MobX                   , updateComputations4to1                                       , 10.20    ,                                                                                                 
MobX                   , updateComputations1000to1                                    , 4.48     ,                                                                                                 
MobX                   , updateComputations1to2                                       , 12.99    ,                                                                                                 
MobX                   , updateComputations1to4                                       , 10.42    ,                                                                                                 
MobX                   , updateComputations1to1000                                    , 4.77     ,                                                                                                 
MobX                   , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1603.86  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
MobX                   , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2442.64  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
MobX                   , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1307.54  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
MobX                   , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 2463.95  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 273.09   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 314.83   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
MobX                   , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2539.71  , nodesRecomputed=1529544 nodesVisited=1529544 edgesTraversed=12236352 sinkReads=49664            
MobX                   , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 41.03    , nodesRecomputed=40704 nodesVisited=40704 edgesTraversed=325632 sinkReads=49664                  
MobX                   , 32x8 - 4 sources - pull (pure pull)                          , 17.39    , nodesRecomputed=2240 nodesVisited=2240 edgesTraversed=8960 sinkReads=32                         
MobX                   , 32x8 - 4 sources - push (pure push)                          , 686.81   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
MobX                   , 10x5 - 2 sources - read 20% (simple component)               , 1187.79  , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
MobX                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 950.57   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
MobX                   , 1000x12 - 4 sources - dynamic (large web app)                , 1227.82  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
MobX                   , 1000x5 - 25 sources (wide dense)                             , 1949.34  , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
MobX                   , 5x500 - 3 sources (deep)                                     , 702.91   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
