framework              , test                                                         , time    
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 449.28  
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 678.57  
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 928.13  
$mol_wire              , 5x500 - 3 sources (deep)                                     , 406.10  
$mol_wire              , 100x15 - 6 sources - dynamic (very dynamic)                  , 596.89  
Oby                    , avoidablePropagation                                         , 570.98  
Oby                    , broadPropagation                                             , 747.42  
Oby                    , deepPropagation                                              , 310.53  
Oby                    , diamond                                                      , 563.84  
Oby                    , mux                                                          , 472.89  
Oby                    , repeatedObservers                                            , 126.81  
Oby                    , triangle                                                     , 176.16  
Oby                    , unstable                                                     , 149.63  
Oby                    , molBench                                                     , 790.18  
Oby                    , createDataSignals                                            , 100.35  
Oby                    , createComputations0to1                                       , 184.77  
Oby                    , createComputations1to1                                       , 258.57  
Oby                    , createComputations2to1                                       , 188.91  
Oby                    , createComputations4to1                                       , 159.87  
Oby                    , createComputations1000to1                                    , 264.87  
Oby                    , createComputations1to2                                       , 327.09  
Oby                    , createComputations1to4                                       , 223.23  
Oby                    , createComputations1to8                                       , 210.66  
Oby                    , createComputations1to1000                                    , 171.80  
Oby                    , updateComputations1to1                                       , 101.13  
Oby                    , updateComputations2to1                                       , 89.86   
Oby                    , updateComputations4to1                                       , 85.71   
Oby                    , updateComputations1000to1                                    , 87.14   
Oby                    , updateComputations1to2                                       , 86.57   
Oby                    , updateComputations1to4                                       , 88.59   
Oby                    , updateComputations1to1000                                    , 89.31   
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 507.37  
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 460.09  
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 773.59  
Oby                    , 1000x5 - 25 sources (wide dense)                             , 1020.68 
Oby                    , 5x500 - 3 sources (deep)                                     , 430.59  
Oby                    , 100x15 - 6 sources - dynamic (very dynamic)                  , 606.97  
Signia                 , avoidablePropagation                                         , 662.02  
Signia                 , broadPropagation                                             , 682.32  
Signia                 , deepPropagation                                              , 278.81  
Signia                 , diamond                                                      , 578.08  
Signia                 , mux                                                          , 578.37  
Signia                 , repeatedObservers                                            , 139.09  
Signia                 , triangle                                                     , 211.54  
Signia                 , unstable                                                     , 154.65  
Signia                 , molBench                                                     , 684.28  
Signia                 , createDataSignals                                            , 95.76   
Signia                 , createComputations0to1                                       , 99.98   
Signia                 , createComputations1to1                                       , 110.08  
Signia                 , createComputations2to1                                       , 103.17  
Signia                 , createComputations4to1                                       , 99.51   
Signia                 , createComputations1000to1                                    , 96.42   
Signia                 , createComputations1to2                                       , 108.92  
Signia                 , createComputations1to4                                       , 99.53   
Signia                 , createComputations1to8                                       , 107.13  
Signia                 , createComputations1to1000                                    , 101.78  
Signia                 , updateComputations1to1                                       , 119.68  
Signia                 , updateComputations2to1                                       , 110.05  
Signia                 , updateComputations4to1                                       , 101.61  
Signia                 , updateComputations1000to1                                    , 100.43  
Signia                 , updateComputations1to2                                       , 114.39  
Signia                 , updateComputations1to4                                       , 113.12  
Signia                 , updateComputations1to1000                                    , 96.82   
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 483.79  
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 380.81  
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4749.97 
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2936.17 
Signia                 , 5x500 - 3 sources (deep)                                     , 329.40  
Signia                 , 100x15 - 6 sources - dynamic (very dynamic)                  , 577.82  
SolidJS                , avoidablePropagation                                         , 695.79  
SolidJS                , broadPropagation                                             , 928.25  
SolidJS                , deepPropagation                                              , 351.63  
SolidJS                , diamond                                                      , 746.39  
SolidJS                , mux                                                          , 569.12  
SolidJS                , repeatedObservers                                            , 207.40  
SolidJS                , triangle                                                     , 259.49  
SolidJS                , unstable                                                     , 253.63  
SolidJS                , molBench                                                     , 791.19  
SolidJS                , createDataSignals                                            , 97.85   
SolidJS                , createComputations0to1                                       , 118.23  
SolidJS                , createComputations1to1                                       , 120.08  
SolidJS                , createComputations2to1                                       , 133.45  
SolidJS                , createComputations4to1                                       , 122.04  
SolidJS                , createComputations1000to1                                    , 108.41  
SolidJS                , createComputations1to2                                       , 131.13  
SolidJS                , createComputations1to4                                       , 138.40  
SolidJS                , createComputations1to8                                       , 115.56  
SolidJS                , createComputations1to1000                                    , 134.19  
SolidJS                , updateComputations1to1                                       , 172.91  
SolidJS                , updateComputations2to1                                       , 130.62  
SolidJS                , updateComputations4to1                                       , 124.98  
SolidJS                , updateComputations1000to1                                    , 128.50  
SolidJS                , updateComputations1to2                                       , 151.04  
SolidJS                , updateComputations1to4                                       , 158.58  
SolidJS                , updateComputations1to1000                                    , 133.06  
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2160.03 
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 759.09  
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1102.50 
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1550.58 
SolidJS                , 5x500 - 3 sources (deep)                                     , 641.75  
SolidJS                , 100x15 - 6 sources - dynamic (very dynamic)                  , 839.67  
uSignal                , avoidablePropagation                                         , 1065.75 
uSignal                , broadPropagation                                             , 1144.92 
uSignal                , deepPropagation                                              , 357.72  
uSignal                , diamond                                                      , 762.64  
uSignal                , mux                                                          , 944.16  
uSignal                , repeatedObservers                                            , 123.56  
uSignal                , triangle                                                     , 225.03  
uSignal                , unstable                                                     , 128.78  
uSignal                , molBench                                                     , 904.19  
uSignal                , createDataSignals                                            , 102.17  
uSignal                , createComputations0to1                                       , 108.38  
uSignal                , createComputations1to1                                       , 114.19  
uSignal                , createComputations2to1                                       , 102.30  
uSignal                , createComputations4to1                                       , 100.56  
uSignal                , createComputations1000to1                                    , 88.05   
uSignal                , createComputations1to2                                       , 113.66  
uSignal                , createComputations1to4                                       , 103.57  
uSignal                , createComputations1to8                                       , 111.18  
uSignal                , createComputations1to1000                                    , 106.59  
uSignal                , updateComputations1to1                                       , 93.42   
uSignal                , updateComputations2to1                                       , 85.80   
uSignal                , updateComputations4to1                                       , 90.31   
uSignal                , updateComputations1000to1                                    , 88.50   
uSignal                , updateComputations1to2                                       , 91.38   
uSignal                , updateComputations1to4                                       , 91.67   
uSignal                , updateComputations1to1000                                    , 88.84   
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 545.97  
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 628.31  
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 725.54  
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1621.39 
uSignal                , 5x500 - 3 sources (deep)                                     , 562.48  
uSignal                , 100x15 - 6 sources - dynamic (very dynamic)                  , 778.06  
@vue/reactivity        , avoidablePropagation                                         , 617.34  
@vue/reactivity        , broadPropagation                                             , 560.13  
@vue/reactivity        , deepPropagation                                              , 216.96  
@vue/reactivity        , diamond                                                      , 452.44  
@vue/reactivity        , mux                                                          , 542.11  
@vue/reactivity        , repeatedObservers                                            , 73.85   
@vue/reactivity        , triangle                                                     , 145.61  
@vue/reactivity        , unstable                                                     , 103.44  
@vue/reactivity        , molBench                                                     , 1401.64 
@vue/reactivity        , createDataSignals                                            , 97.03   
@vue/reactivity        , createComputations0to1                                       , 100.88  
@vue/reactivity        , createComputations1to1                                       , 108.27  
@vue/reactivity        , createComputations2to1                                       , 102.84  
@vue/reactivity        , createComputations4to1                                       , 100.73  
@vue/reactivity        , createComputations1000to1                                    , 93.10   
@vue/reactivity        , createComputations1to2                                       , 108.21  
@vue/reactivity        , createComputations1to4                                       , 103.73  
@vue/reactivity        , createComputations1to8                                       , 106.53  
@vue/reactivity        , createComputations1to1000                                    , 100.95  
@vue/reactivity        , updateComputations1to1                                       , 100.86  
@vue/reactivity        , updateComputations2to1                                       , 92.42   
@vue/reactivity        , updateComputations4to1                                       , 92.53   
@vue/reactivity        , updateComputations1000to1                                    , 90.88   
@vue/reactivity        , updateComputations1to2                                       , 94.66   
@vue/reactivity        , updateComputations1to4                                       , 95.43   
