framework              , test                                                         , time    
Oby                    , createComputations1to1                                       , 176.61  
Oby                    , createComputations2to1                                       , 130.02  
Oby                    , createComputations4to1                                       , 117.20  
Oby                    , createComputations1000to1                                    , 165.21  
Oby                    , createComputations1to2                                       , 162.98  
Oby                    , createComputations1to4                                       , 157.61  
Oby                    , createComputations1to8                                       , 159.27  
Oby                    , createComputations1to1000                                    , 146.94  
Oby                    , updateComputations1to1                                       , 85.57   
Oby                    , updateComputations2to1                                       , 78.41   
Oby                    , updateComputations4to1                                       , 78.16   
Oby                    , updateComputations1000to1                                    , 74.59   
Oby                    , updateComputations1to2                                       , 75.95   
Oby                    , updateComputations1to4                                       , 83.71   
Oby                    , updateComputations1to1000                                    , 75.10   
Oby                    , 200x6 - 2 sources (diamond shared deps)                      , 160.87  
Oby                    , 5000x2 - 1 sources (broad fan-out)                           , 660.11  
Oby                    , 1x2 - 5000 sources (many sources one sink)                   , 410.04  
Oby                    , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 6208.32 
Oby                    , 300x10 - 4 sources (stable after recompute)                  , 845.66  
Oby                    , 500x8 - 4 sources (hot reads stable graph)                   , 6162.66 
Oby                    , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 123.77  
Oby                    , 1x3 - 2 sources (many observers)                             , 229.14  
Oby                    , 5x300 - 3 sources - dynamic (deep dynamic)                   , 457.21  
Oby                    , 10000x2 - 2 sources (ultra wide shallow)                     , 563.53  
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 466.68  
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 418.61  
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 652.83  
Oby                    , 1000x5 - 25 sources (wide dense)                             , 823.68  
Oby                    , 5x500 - 3 sources (deep)                                     , 366.94  
Signia                 , avoidablePropagation                                         , 675.83  
Signia                 , broadPropagation                                             , 601.04  
Signia                 , deepPropagation                                              , 245.62  
Signia                 , diamond                                                      , 579.97  
Signia                 , mux                                                          , 541.33  
Signia                 , repeatedObservers                                            , 117.66  
Signia                 , triangle                                                     , 179.04  
Signia                 , unstable                                                     , 138.00  
Signia                 , molBench                                                     , 591.80  
Signia                 , createDataSignals                                            , 79.75   
Signia                 , createComputations0to1                                       , 91.53   
Signia                 , createComputations1to1                                       , 89.01   
Signia                 , createComputations2to1                                       , 83.78   
Signia                 , createComputations4to1                                       , 81.87   
Signia                 , createComputations1000to1                                    , 84.59   
Signia                 , createComputations1to2                                       , 88.14   
Signia                 , createComputations1to4                                       , 86.13   
Signia                 , createComputations1to8                                       , 92.54   
Signia                 , createComputations1to1000                                    , 82.69   
Signia                 , updateComputations1to1                                       , 100.47  
Signia                 , updateComputations2to1                                       , 92.30   
Signia                 , updateComputations4to1                                       , 86.72   
Signia                 , updateComputations1000to1                                    , 76.11   
Signia                 , updateComputations1to2                                       , 92.72   
Signia                 , updateComputations1to4                                       , 87.61   
Signia                 , updateComputations1to1000                                    , 76.10   
Signia                 , 200x6 - 2 sources (diamond shared deps)                      , 506.38  
Signia                 , 5000x2 - 1 sources (broad fan-out)                           , 689.81  
Signia                 , 1x2 - 5000 sources (many sources one sink)                   , 263.18  
Signia                 , 200x20 - 8 sources - dynamic - read 50% (conditional churn)  , 6680.44 
Signia                 , 300x10 - 4 sources (stable after recompute)                  , 3978.98 
Signia                 , 500x8 - 4 sources (hot reads stable graph)                   , 55543.52
Signia                 , 3000x6 - 2 sources - read 2% (broad invalidation sparse read , 460.31  
Signia                 , 1x3 - 2 sources (many observers)                             , 90.27   
Signia                 , 5x300 - 3 sources - dynamic (deep dynamic)                   , 361.12  
Signia                 , 10000x2 - 2 sources (ultra wide shallow)                     , 622.35  
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 432.63  
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 339.34  
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4292.43 
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2806.32 
Signia                 , 5x500 - 3 sources (deep)                                     , 291.88  
@solidjs/signals       , avoidablePropagation                                         , 866.60  
@solidjs/signals       , broadPropagation                                             , 1854.17 
@solidjs/signals       , deepPropagation                                              , 565.45  
@solidjs/signals       , diamond                                                      , 1340.16 
@solidjs/signals       , mux                                                          , 606.61  
@solidjs/signals       , repeatedObservers                                            , 245.06  
@solidjs/signals       , triangle                                                     , 418.48  
@solidjs/signals       , unstable                                                     , 346.74  
@solidjs/signals       , molBench                                                     , 741.22  
@solidjs/signals       , createDataSignals                                            , 85.79   
@solidjs/signals       , createComputations0to1                                       , 146.62  
@solidjs/signals       , createComputations1to1                                       , 214.76  
@solidjs/signals       , createComputations2to1                                       , 172.67  
@solidjs/signals       , createComputations4to1                                       , 164.26  
@solidjs/signals       , createComputations1000to1                                    , 181.57  
@solidjs/signals       , createComputations1to2                                       , 190.27  
@solidjs/signals       , createComputations1to4                                       , 181.66  
@solidjs/signals       , createComputations1to8                                       , 175.36  
@solidjs/signals       , createComputations1to1000                                    , 165.43  
@solidjs/signals       , updateComputations1to1                                       , 84.76   
