framework              , test                                                         , time    
@solidjs/signals       , triangle                                                     , 415.44  
@solidjs/signals       , unstable                                                     , 331.81  
@solidjs/signals       , molBench                                                     , 458.04  
@solidjs/signals       , createDataSignals                                            , 57.85   
@solidjs/signals       , createComputations0to1                                       , 95.08   
@solidjs/signals       , createComputations1to1                                       , 147.62  
@solidjs/signals       , createComputations2to1                                       , 114.55  
@solidjs/signals       , createComputations4to1                                       , 106.77  
@solidjs/signals       , createComputations1000to1                                    , 189.42  
@solidjs/signals       , createComputations1to2                                       , 121.60  
@solidjs/signals       , createComputations1to4                                       , 114.73  
@solidjs/signals       , createComputations1to8                                       , 114.95  
@solidjs/signals       , createComputations1to1000                                    , 108.13  
@solidjs/signals       , updateComputations1to1                                       , 64.76   
@solidjs/signals       , updateComputations2to1                                       , 53.77   
@solidjs/signals       , updateComputations4to1                                       , 123.52  
@solidjs/signals       , updateComputations1000to1                                    , 48.37   
@solidjs/signals       , updateComputations1to2                                       , 125.32  
@solidjs/signals       , updateComputations1to4                                       , 51.22   
@solidjs/signals       , updateComputations1to1000                                    , 50.80   
@solidjs/signals       , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2311.95 
@solidjs/signals       , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1957.61 
@solidjs/signals       , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1149.90 
@solidjs/signals       , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1651.80 
@solidjs/signals       , 32x8 - 4 sources - pull (pure pull)                          , 124.35  
@solidjs/signals       , 32x8 - 4 sources - push (pure push)                          , 510.49  
@solidjs/signals       , 10x5 - 2 sources - read 20% (simple component)               , 2612.24 
@solidjs/signals       , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 691.14  
@solidjs/signals       , 1000x12 - 4 sources - dynamic (large web app)                , 875.77  
@solidjs/signals       , 1000x5 - 25 sources (wide dense)                             , 1147.55 
@solidjs/signals       , 5x500 - 3 sources (deep)                                     , 576.03  
SolidJS                , avoidablePropagation                                         , 670.36  
SolidJS                , broadPropagation                                             , 917.30  
SolidJS                , deepPropagation                                              , 365.26  
SolidJS                , diamond                                                      , 813.15  
SolidJS                , mux                                                          , 523.63  
SolidJS                , repeatedObservers                                            , 179.55  
SolidJS                , triangle                                                     , 271.08  
SolidJS                , unstable                                                     , 229.34  
SolidJS                , molBench                                                     , 429.94  
SolidJS                , createDataSignals                                            , 59.03   
SolidJS                , createComputations0to1                                       , 83.33   
SolidJS                , createComputations1to1                                       , 88.46   
SolidJS                , createComputations2to1                                       , 91.62   
SolidJS                , createComputations4to1                                       , 77.22   
SolidJS                , createComputations1000to1                                    , 66.89   
SolidJS                , createComputations1to2                                       , 83.63   
SolidJS                , createComputations1to4                                       , 98.35   
SolidJS                , createComputations1to8                                       , 74.95   
SolidJS                , createComputations1to1000                                    , 89.32   
SolidJS                , updateComputations1to1                                       , 138.99  
SolidJS                , updateComputations2to1                                       , 89.88   
SolidJS                , updateComputations4to1                                       , 73.94   
SolidJS                , updateComputations1000to1                                    , 84.40   
SolidJS                , updateComputations1to2                                       , 119.27  
SolidJS                , updateComputations1to4                                       , 110.14  
SolidJS                , updateComputations1to1000                                    , 96.69   
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2458.83 
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1873.84 
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1369.46 
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1911.77 
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 381.59  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 440.35  
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2202.60 
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 727.94  
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 796.94  
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1329.79 
SolidJS                , 5x500 - 3 sources (deep)                                     , 709.32  
uSignal                , avoidablePropagation                                         , 999.28  
uSignal                , broadPropagation                                             , 1005.11 
uSignal                , deepPropagation                                              , 359.33  
uSignal                , diamond                                                      , 732.22  
uSignal                , mux                                                          , 868.66  
uSignal                , repeatedObservers                                            , 98.32   
uSignal                , triangle                                                     , 246.53  
uSignal                , unstable                                                     , 111.02  
uSignal                , molBench                                                     , 722.57  
uSignal                , createDataSignals                                            , 67.34   
uSignal                , createComputations0to1                                       , 66.04   
uSignal                , createComputations1to1                                       , 69.80   
uSignal                , createComputations2to1                                       , 144.47  
uSignal                , createComputations4to1                                       , 59.91   
uSignal                , createComputations1000to1                                    , 50.49   
uSignal                , createComputations1to2                                       , 79.01   
uSignal                , createComputations1to4                                       , 85.46   
uSignal                , createComputations1to8                                       , 73.61   
uSignal                , createComputations1to1000                                    , 85.70   
uSignal                , updateComputations1to1                                       , 60.97   
uSignal                , updateComputations2to1                                       , 52.30   
uSignal                , updateComputations4to1                                       , 57.23   
uSignal                , updateComputations1000to1                                    , 82.93   
uSignal                , updateComputations1to2                                       , 67.38   
uSignal                , updateComputations1to4                                       , 58.08   
uSignal                , updateComputations1to1000                                    , 48.51   
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 824.78  
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1292.05 
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 964.30  
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1386.78 
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 56.85   
uSignal                , 32x8 - 4 sources - push (pure push)                          , 375.97  
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 577.75  
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 544.82  
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 607.09  
uSignal                , 1000x5 - 25 sources (wide dense)                             , 1564.94 
uSignal                , 5x500 - 3 sources (deep)                                     , 587.78  
@vue/reactivity        , avoidablePropagation                                         , 563.84  
@vue/reactivity        , broadPropagation                                             , 524.03  
@vue/reactivity        , deepPropagation                                              , 218.65  
@vue/reactivity        , diamond                                                      , 494.57  
@vue/reactivity        , mux                                                          , 502.17  
@vue/reactivity        , repeatedObservers                                            , 55.33   
@vue/reactivity        , triangle                                                     , 154.55  
@vue/reactivity        , unstable                                                     , 100.63  
@vue/reactivity        , molBench                                                     , 916.11  
@vue/reactivity        , createDataSignals                                            , 64.22   
@vue/reactivity        , createComputations0to1                                       , 56.50   
@vue/reactivity        , createComputations1to1                                       , 65.07   
@vue/reactivity        , createComputations2to1                                       , 72.90   
@vue/reactivity        , createComputations4to1                                       , 63.43   
@vue/reactivity        , createComputations1000to1                                    , 123.78  
@vue/reactivity        , createComputations1to2                                       , 73.45   
@vue/reactivity        , createComputations1to4                                       , 61.25   
@vue/reactivity        , createComputations1to8                                       , 60.16   
@vue/reactivity        , createComputations1to1000                                    , 91.83   
@vue/reactivity        , updateComputations1to1                                       , 55.99   
@vue/reactivity        , updateComputations2to1                                       , 53.61   
@vue/reactivity        , updateComputations4to1                                       , 53.36   
@vue/reactivity        , updateComputations1000to1                                    , 48.36   
@vue/reactivity        , updateComputations1to2                                       , 54.56   
@vue/reactivity        , updateComputations1to4                                       , 59.96   
@vue/reactivity        , updateComputations1to1000                                    , 47.85   
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1278.43 
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1148.09 
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1184.49 
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1148.91 
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 58.59   
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 330.33  
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 580.96  
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 382.27  
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 4425.52 
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 2580.37 
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 336.95  
MobX                   , avoidablePropagation                                         , 1084.87 
MobX                   , broadPropagation                                             , 2276.68 
MobX                   , deepPropagation                                              , 825.25  
